WELL_ID,DEPT,DPHI,GRD,ILD
49025104470000_480588,399.0,0.0902,103.0739,13.3807
49025104470000_480588,399.5,0.0902,103.0739,13.3807
49025104470000_480588,400.0,0.0902,103.0739,13.3807
49025104470000_480588,400.5,0.0902,103.0739,13.3807
49025104470000_480588,401.0,0.0902,103.0739,13.3807
49025104470000_480588,401.5,0.0902,103.0739,13.3807
49025104470000_480588,402.0,0.0902,103.0739,13.3807
49025104470000_480588,402.5,0.0902,103.0739,13.3807
49025104470000_480588,403.0,0.0902,103.0739,13.3807
49025104470000_480588,403.5,0.0902,103.0739,13.3807
49025104470000_480588,404.0,0.0902,103.0739,13.3807
49025104470000_480588,404.5,0.0902,103.0739,13.3807
49025104470000_480588,405.0,0.0902,103.0739,13.3807
49025104470000_480588,405.5,0.0902,103.0739,13.3807
49025104470000_480588,406.0,0.0902,103.0739,13.3807
49025104470000_480588,406.5,0.0902,103.0739,13.3807
49025104470000_480588,407.0,0.0902,103.0739,13.3807
49025104470000_480588,407.5,0.0902,103.0739,13.3807
49025104470000_480588,408.0,0.0902,103.0739,13.3807
49025104470000_480588,408.5,0.0902,103.0739,13.3807
49025104470000_480588,409.0,0.0902,103.0739,13.3807
49025104470000_480588,409.5,0.0902,103.0739,13.3807
49025104470000_480588,410.0,0.0902,103.0739,13.3807
49025104470000_480588,410.5,0.0902,103.0739,13.3807
49025104470000_480588,411.0,0.0902,103.0739,13.3807
49025104470000_480588,411.5,0.0902,103.0739,13.3807
49025104470000_480588,412.0,0.0902,103.0739,13.3807
49025104470000_480588,412.5,0.0902,103.0739,13.3807
49025104470000_480588,413.0,0.0902,103.0739,13.3807
49025104470000_480588,413.5,0.0902,103.0739,13.3807
49025104470000_480588,414.0,0.0902,103.0739,13.3807
49025104470000_480588,414.5,0.0902,103.0739,13.3807
49025104470000_480588,415.0,0.0902,103.0739,13.3807
49025104470000_480588,415.5,0.0902,103.0739,13.3807
49025104470000_480588,416.0,0.0902,103.0739,13.3807
49025104470000_480588,416.5,0.0902,103.0739,13.3807
49025104470000_480588,417.0,0.0902,103.0739,13.3807
49025104470000_480588,417.5,0.0902,103.0739,13.3807
49025104470000_480588,418.0,0.0902,103.0739,13.3807
49025104470000_480588,418.5,0.0902,103.0739,13.3807
49025104470000_480588,419.0,0.0902,103.0739,13.3807
49025104470000_480588,419.5,0.0902,103.0739,13.3807
49025104470000_480588,420.0,0.0902,103.0739,13.3807
49025104470000_480588,420.5,0.0902,103.0739,13.3807
49025104470000_480588,421.0,0.0902,103.0739,13.3807
49025104470000_480588,421.5,0.0902,103.0739,13.3807
49025104470000_480588,422.0,0.0902,103.0739,13.3807
49025104470000_480588,422.5,0.0902,103.0739,13.3807
49025104470000_480588,423.0,0.0902,103.0739,13.3807
49025104470000_480588,423.5,0.0902,103.0739,13.3807
49025104470000_480588,424.0,0.0902,103.0739,13.3807
49025104470000_480588,424.5,0.0902,103.0739,13.3807
49025104470000_480588,425.0,0.0902,103.0739,13.3807
49025104470000_480588,425.5,0.0902,103.0739,13.3807
49025104470000_480588,426.0,0.0902,103.0739,13.3807
49025104470000_480588,426.5,0.0902,103.0739,13.3807
49025104470000_480588,427.0,0.0902,103.0739,13.3807
49025104470000_480588,427.5,0.0902,103.0739,13.3807
49025104470000_480588,428.0,0.0902,103.0739,13.3807
49025104470000_480588,428.5,0.0902,103.0739,13.3807
49025104470000_480588,429.0,0.0902,103.0739,13.3807
49025104470000_480588,429.5,0.0902,103.0739,13.3807
49025104470000_480588,430.0,0.0902,103.0739,13.3807
49025104470000_480588,430.5,0.0902,103.0739,13.3807
49025104470000_480588,431.0,0.0902,103.0739,13.3807
49025104470000_480588,431.5,0.0902,103.0739,13.3807
49025104470000_480588,432.0,0.0902,103.0739,13.3807
49025104470000_480588,432.5,0.0902,103.0739,13.3807
49025104470000_480588,433.0,0.0902,103.0739,13.3807
49025104470000_480588,433.5,0.0902,103.0739,13.3807
49025104470000_480588,434.0,0.0902,103.0739,13.3807
49025104470000_480588,434.5,0.0902,103.0739,13.3807
49025104470000_480588,435.0,0.0902,103.0739,13.3807
49025104470000_480588,435.5,0.0902,103.0739,13.3807
49025104470000_480588,436.0,0.0902,103.0739,13.3807
49025104470000_480588,436.5,0.0902,103.0739,13.3807
49025104470000_480588,437.0,0.0902,103.0739,13.3807
49025104470000_480588,437.5,0.0902,103.0739,13.3807
49025104470000_480588,438.0,0.0902,103.0739,13.3807
49025104470000_480588,438.5,0.0902,103.0739,13.3807
49025104470000_480588,439.0,0.0902,103.0739,13.3807
49025104470000_480588,439.5,0.0902,103.0739,13.3807
49025104470000_480588,440.0,0.0902,103.0739,13.3807
49025104470000_480588,440.5,0.0902,103.0739,13.3807
49025104470000_480588,441.0,0.0902,103.0739,13.3807
49025104470000_480588,441.5,0.0902,103.0739,13.3807
49025104470000_480588,442.0,0.0902,103.0739,13.3807
49025104470000_480588,442.5,0.0902,103.0739,13.3807
49025104470000_480588,443.0,0.0902,103.0739,13.3807
49025104470000_480588,443.5,0.0902,103.0739,13.3807
49025104470000_480588,444.0,0.0902,103.0739,13.3807
49025104470000_480588,444.5,0.0902,103.0739,13.3807
49025104470000_480588,445.0,0.0902,103.0739,13.3807
49025104470000_480588,445.5,0.0902,103.0739,13.3807
49025104470000_480588,446.0,0.0902,103.0739,13.3807
49025104470000_480588,446.5,0.0902,103.0739,13.3807
49025104470000_480588,447.0,0.0902,103.0739,13.3807
49025104470000_480588,447.5,0.0902,103.0739,13.3807
49025104470000_480588,448.0,0.0902,103.0739,13.3807
49025104470000_480588,448.5,0.0902,103.0739,13.3807
49025104470000_480588,449.0,0.0902,103.0739,13.3807
49025104470000_480588,449.5,0.0902,103.0739,13.3807
49025104470000_480588,450.0,0.0902,103.0739,13.3807
49025104470000_480588,450.5,0.0902,103.0739,13.3807
49025104470000_480588,451.0,0.0902,103.0739,13.3807
49025104470000_480588,451.5,0.0902,103.0739,13.3807
49025104470000_480588,452.0,0.0902,103.0739,13.3807
49025104470000_480588,452.5,0.0902,103.0739,13.3807
49025104470000_480588,453.0,0.0902,103.0739,13.3807
49025104470000_480588,453.5,0.0902,103.0739,13.3807
49025104470000_480588,454.0,0.0902,103.0739,13.3807
49025104470000_480588,454.5,0.0902,103.0739,13.3807
49025104470000_480588,455.0,0.0902,103.0739,13.3807
49025104470000_480588,455.5,0.0902,103.0739,13.3807
49025104470000_480588,456.0,0.0902,103.0739,13.3807
49025104470000_480588,456.5,0.0902,103.0739,13.3807
49025104470000_480588,457.0,0.0902,103.0739,13.3807
49025104470000_480588,457.5,0.0902,103.0739,13.3807
49025104470000_480588,458.0,0.0902,103.0739,13.3807
49025104470000_480588,458.5,0.0902,103.0739,13.3807
49025104470000_480588,459.0,0.0902,103.0739,13.3807
49025104470000_480588,459.5,0.0902,103.0739,13.3807
49025104470000_480588,460.0,0.0902,103.0739,13.3807
49025104470000_480588,460.5,0.0902,103.0739,13.3807
49025104470000_480588,461.0,0.0902,103.0739,13.3807
49025104470000_480588,461.5,0.0902,103.0739,13.3807
49025104470000_480588,462.0,0.0902,103.0739,13.3807
49025104470000_480588,462.5,0.0902,103.0739,13.3807
49025104470000_480588,463.0,0.0902,103.0739,13.3807
49025104470000_480588,463.5,0.0902,103.0739,13.3807
49025104470000_480588,464.0,0.0902,103.0739,13.3807
49025104470000_480588,464.5,0.0902,103.0739,13.3807
49025104470000_480588,465.0,0.0902,103.0739,13.3807
49025104470000_480588,465.5,0.0902,103.0739,13.3807
49025104470000_480588,466.0,0.0902,103.0739,13.3807
49025104470000_480588,466.5,0.0902,103.0739,13.3807
49025104470000_480588,467.0,0.0902,103.0739,13.3807
49025104470000_480588,467.5,0.0902,103.0739,13.3807
49025104470000_480588,468.0,0.0902,103.0739,13.3807
49025104470000_480588,468.5,0.0902,103.0739,13.3807
49025104470000_480588,469.0,0.0902,103.0739,13.3807
49025104470000_480588,469.5,0.0902,103.0739,13.3807
49025104470000_480588,470.0,0.0902,103.0739,13.3807
49025104470000_480588,470.5,0.0902,103.0739,13.3807
49025104470000_480588,471.0,0.0902,103.0739,13.3807
49025104470000_480588,471.5,0.0902,103.0739,13.3807
49025104470000_480588,472.0,0.0902,103.0739,13.3807
49025104470000_480588,472.5,0.0902,103.0739,13.3807
49025104470000_480588,473.0,0.0902,103.0739,13.3807
49025104470000_480588,473.5,0.0902,103.0739,13.3807
49025104470000_480588,474.0,0.0902,103.0739,13.3807
49025104470000_480588,474.5,0.0902,103.0739,13.3807
49025104470000_480588,475.0,0.0902,103.0739,13.3807
49025104470000_480588,475.5,0.0902,103.0739,13.3807
49025104470000_480588,476.0,0.0902,103.0739,13.3807
49025104470000_480588,476.5,0.0902,103.0739,13.3807
49025104470000_480588,477.0,0.0902,103.0739,13.3807
49025104470000_480588,477.5,0.0902,103.0739,13.3807
49025104470000_480588,478.0,0.0902,103.0739,13.3807
49025104470000_480588,478.5,0.0902,103.0739,13.3807
49025104470000_480588,479.0,0.0902,103.0739,13.3807
49025104470000_480588,479.5,0.0902,103.0739,13.3807
49025104470000_480588,480.0,0.0902,103.0739,13.3807
49025104470000_480588,480.5,0.0902,103.0739,13.3807
49025104470000_480588,481.0,0.0902,103.0739,13.3807
49025104470000_480588,481.5,0.0902,103.0739,13.3807
49025104470000_480588,482.0,0.0902,103.0739,13.3807
49025104470000_480588,482.5,0.0902,103.0739,13.3807
49025104470000_480588,483.0,0.0902,103.0739,13.3807
49025104470000_480588,483.5,0.0902,103.0739,13.3807
49025104470000_480588,484.0,0.0902,103.0739,13.3807
49025104470000_480588,484.5,0.0902,103.0739,13.3807
49025104470000_480588,485.0,0.0902,103.0739,13.3807
49025104470000_480588,485.5,0.0902,103.0739,13.3807
49025104470000_480588,486.0,0.0902,103.0739,13.3807
49025104470000_480588,486.5,0.0902,103.0739,13.3807
49025104470000_480588,487.0,0.0902,103.0739,13.3807
49025104470000_480588,487.5,0.0902,103.0739,13.3807
49025104470000_480588,488.0,0.0902,103.0739,13.3807
49025104470000_480588,488.5,0.0902,103.0739,13.3807
49025104470000_480588,489.0,0.0902,103.0739,13.3807
49025104470000_480588,489.5,0.0902,103.0739,13.3807
49025104470000_480588,490.0,0.0902,103.0739,13.3807
49025104470000_480588,490.5,0.0902,103.0739,13.3807
49025104470000_480588,491.0,0.0902,103.0739,13.3807
49025104470000_480588,491.5,0.0902,103.0739,13.3807
49025104470000_480588,492.0,0.0902,103.0739,13.3807
49025104470000_480588,492.5,0.0902,103.0739,13.3807
49025104470000_480588,493.0,0.0902,103.0739,13.3807
49025104470000_480588,493.5,0.0902,103.0739,13.3807
49025104470000_480588,494.0,0.0902,103.0739,13.3807
49025104470000_480588,494.5,0.0902,103.0739,13.3807
49025104470000_480588,495.0,0.0902,103.0739,13.3807
49025104470000_480588,495.5,0.0902,103.0739,13.3807
49025104470000_480588,496.0,0.0902,103.0739,13.3807
49025104470000_480588,496.5,0.0902,103.0739,13.3807
49025104470000_480588,497.0,0.0902,103.0739,13.3807
49025104470000_480588,497.5,0.0902,103.0739,13.3807
49025104470000_480588,498.0,0.0902,103.0739,13.3807
49025104470000_480588,498.5,0.0902,103.0739,13.3807
49025104470000_480588,499.0,0.0902,103.0739,13.3807
49025104470000_480588,499.5,0.0902,103.0739,13.3807
49025104470000_480588,500.0,0.0902,103.0739,13.3807
49025105500000_479620,100.0,0.1077,77.9282,4.6816
49025105500000_479620,100.5,0.0851,75.9792,5.76
49025105500000_479620,101.0,0.0806,72.8289,6.7055
49025105500000_479620,101.5,0.1044,64.4235,7.9149
49025105500000_479620,102.0,0.1245,55.8679,10.4866
49025105500000_479620,102.5,0.1389,52.4174,12.755
49025105500000_479620,103.0,0.14565,58.726725,12.82095
49025105500000_479620,103.5,0.15239999999999998,65.03605,12.8869
49025105500000_479620,104.0,0.15914999999999999,71.345375,12.952850000000002
49025105500000_479620,104.5,0.1659,77.6547,13.0188
49025105500000_479620,105.0,0.1524,84.024,11.2584
49025105500000_479620,105.5,0.1593,91.5641,9.8037
49025105500000_479620,106.0,0.1878,96.7326,8.0775
49025105500000_479620,106.5,0.1962,90.5801,7.3799
49025105500000_479620,107.0,0.1935,84.2767,7.1728
49025105500000_479620,107.5,0.1812,78.5739,7.0815
49025105500000_479620,108.0,0.1529,70.769,7.081
49025105500000_479620,108.5,0.1398,70.1706,7.1792
49025105500000_479620,109.0,0.1359,71.9761,7.4827
49025105500000_479620,109.5,0.135,73.4805,8.3
49025105500000_479620,110.0,0.1416,74.7047,11.1732
49025105500000_479620,110.5,0.1494,76.2402,13.1892
49025105500000_479620,111.0,0.1503,77.243,14.2332
49025105500000_479620,111.5,0.14948333333333333,77.55882666666666,14.235461666666668
49025105500000_479620,112.0,0.14866666666666667,77.87465333333333,14.237723333333333
49025105500000_479620,112.5,0.14784999999999998,78.19048,14.239985
49025105500000_479620,113.0,0.14703333333333332,78.50630666666666,14.242246666666666
49025105500000_479620,113.5,0.14621666666666666,78.82213333333333,14.244508333333334
49025105500000_479620,114.0,0.1454,79.13795999999999,14.24677
49025105500000_479620,114.5,0.1445833333333333,79.45378666666666,14.249031666666667
49025105500000_479620,115.0,0.14376666666666665,79.76961333333333,14.251293333333333
49025105500000_479620,115.5,0.14295,80.08543999999999,14.253555
49025105500000_479620,116.0,0.14213333333333333,80.40126666666666,14.255816666666666
49025105500000_479620,116.5,0.14131666666666665,80.71709333333332,14.258078333333334
49025105500000_479620,117.0,0.14049999999999999,81.03291999999999,14.26034
49025105500000_479620,117.5,0.13968333333333333,81.34874666666666,14.262601666666667
49025105500000_479620,118.0,0.13886666666666667,81.66457333333332,14.264863333333333
49025105500000_479620,118.5,0.13805,81.9804,14.267125
49025105500000_479620,119.0,0.13723333333333332,82.29622666666667,14.269386666666668
49025105500000_479620,119.5,0.13641666666666666,82.61205333333334,14.271648333333333
49025105500000_479620,120.0,0.1356,82.92788,14.27391
49025105500000_479620,120.5,0.13478333333333334,83.24370666666667,14.276171666666666
49025105500000_479620,121.0,0.13396666666666665,83.55953333333333,14.278433333333334
49025105500000_479620,121.5,0.13315,83.87536,14.280695
49025105500000_479620,122.0,0.13233333333333333,84.19118666666667,14.282956666666667
49025105500000_479620,122.5,0.13151666666666667,84.50701333333333,14.285218333333333
49025105500000_479620,123.0,0.13069999999999998,84.82284,14.28748
49025105500000_479620,123.5,0.12988333333333332,85.13866666666667,14.289741666666666
49025105500000_479620,124.0,0.12906666666666666,85.45449333333333,14.292003333333334
49025105500000_479620,124.5,0.12825,85.77032,14.294265
49025105500000_479620,125.0,0.12743333333333334,86.08614666666666,14.296526666666667
49025105500000_479620,125.5,0.12661666666666666,86.40197333333333,14.298788333333333
49025105500000_479620,126.0,0.1258,86.7178,14.30105
49025105500000_479620,126.5,0.12498333333333334,87.03362666666666,14.303311666666668
49025105500000_479620,127.0,0.12416666666666666,87.34945333333333,14.305573333333333
49025105500000_479620,127.5,0.12334999999999999,87.66528,14.307835
49025105500000_479620,128.0,0.12253333333333333,87.98110666666666,14.310096666666666
49025105500000_479620,128.5,0.12171666666666667,88.29693333333333,14.312358333333334
49025105500000_479620,129.0,0.1209,88.61276,14.31462
49025105500000_479620,129.5,0.12008333333333333,88.92858666666666,14.316881666666667
49025105500000_479620,130.0,0.11926666666666666,89.24441333333333,14.319143333333333
49025105500000_479620,130.5,0.11845,89.56024,14.321405
49025105500000_479620,131.0,0.11763333333333333,89.87606666666666,14.323666666666666
49025105500000_479620,131.5,0.11681666666666667,90.19189333333333,14.325928333333334
49025105500000_479620,132.0,0.11599999999999999,90.50772,14.32819
49025105500000_479620,132.5,0.11518333333333333,90.82354666666666,14.330451666666667
49025105500000_479620,133.0,0.11436666666666667,91.13937333333334,14.332713333333333
49025105500000_479620,133.5,0.11355,91.4552,14.334975
49025105500000_479620,134.0,0.11273333333333332,91.77102666666667,14.337236666666668
49025105500000_479620,134.5,0.11191666666666666,92.08685333333334,14.339498333333333
49025105500000_479620,135.0,0.1111,92.40268,14.34176
49025105500000_479620,135.5,0.11028333333333333,92.71850666666667,14.344021666666666
49025105500000_479620,136.0,0.10946666666666666,93.03433333333334,14.346283333333334
49025105500000_479620,136.5,0.10865,93.35016,14.348545
49025105500000_479620,137.0,0.10783333333333334,93.66598666666667,14.350806666666667
49025105500000_479620,137.5,0.10701666666666666,93.98181333333333,14.353068333333333
49025105500000_479620,138.0,0.10619999999999999,94.29764,14.35533
49025105500000_479620,138.5,0.10538333333333333,94.61346666666667,14.357591666666666
49025105500000_479620,139.0,0.10456666666666667,94.92929333333333,14.359853333333334
49025105500000_479620,139.5,0.10375000000000001,95.24512,14.362115
49025105500000_479620,140.0,0.10293333333333334,95.56094666666667,14.364376666666667
49025105500000_479620,140.5,0.10211666666666666,95.87677333333333,14.366638333333333
49025105500000_479620,141.0,0.1013,96.1926,14.3689
49025105500000_479620,141.5,0.0945,95.4448,13.408
49025105500000_479620,142.0,0.0929,93.6459,12.4251
49025105500000_479620,142.5,0.0977,90.796,11.6747
49025105500000_479620,143.0,0.1007,87.4956,11.1223
49025105500000_479620,143.5,0.0971,85.3964,10.8181
49025105500000_479620,144.0,0.0986,84.9489,10.5184
49025105500000_479620,144.5,0.1082,89.0066,10.3656
49025105500000_479620,145.0,0.11,91.5621,10.2337
49025105500000_479620,145.5,0.1106,92.4659,10.1625
49025105500000_479620,146.0,0.1161,92.0184,10.0918
49025105500000_479620,146.5,0.1256,91.4207,10.0216
49025105500000_479620,147.0,0.131,90.0723,10.0209
49025105500000_479620,147.5,0.1349,88.874,9.9512
49025105500000_479620,148.0,0.137,89.0271,9.9505
49025105500000_479620,148.5,0.134,90.989,9.9499
49025105500000_479620,149.0,0.1299,92.0551,9.9409
49025105500000_479620,149.5,0.1286,92.6402,9.8798
49025105500000_479620,150.0,0.1362,85.4357,9.8791
49025105500000_479620,150.5,0.1483,85.2878,9.947
49025105500000_479620,151.0,0.1497,86.0422,9.9743
49025105500000_479620,151.5,0.1407,85.1443,10.0185
49025105500000_479620,152.0,0.1365,83.0452,10.0627
49025105500000_479620,152.5,0.1314,82.4299,10.1069
49025105500000_479620,153.0,0.1236,83.952,10.1511
49025105500000_479620,153.5,0.1155,85.6066,10.1953
49025105500000_479620,154.0,0.1095,87.8659,10.2395
49025105500000_479620,154.5,0.1038,88.4654,10.2837
49025105500000_479620,155.0,0.093,88.003,10.3279
49025105500000_479620,155.5,0.0834,87.3989,10.3722
49025105500000_479620,156.0,0.0903,86.3443,10.4236
49025105500000_479620,156.5,0.0873,86.0749,10.4222
49025105500000_479620,157.0,0.0837,86.8294,10.4208
49025105500000_479620,157.5,0.0852,86.532,10.4195
49025105500000_479620,158.0,0.075,85.6341,10.4179
49025105500000_479620,158.5,0.1082,84.2857,10.4165
49025105500000_479620,159.0,0.1281,83.8375,10.4151
49025105500000_479620,159.5,0.1302,84.1415,10.4137
49025105500000_479620,160.0,0.126,85.1955,10.4123
49025105500000_479620,160.5,0.1149,88.3517,10.4109
49025105500000_479620,161.0,0.1059,90.3066,10.3377
49025105500000_479620,161.5,0.1032,91.8111,10.2648
49025105500000_479620,162.0,0.1077,92.7149,10.2634
49025105500000_479620,162.5,0.1113,93.3185,10.1913
49025105500000_479620,163.0,0.1074,93.1713,10.2609
49025105500000_479620,163.5,0.1101,93.0241,10.2592
49025105500000_479620,164.0,0.1164,92.8769,10.2579
49025105500000_479620,164.5,0.1257,94.0811,10.2832
49025105500000_479620,165.0,0.1341,94.5346,10.3263
49025105500000_479620,165.5,0.1282,93.9354,10.3965
49025105500000_479620,166.0,0.1294,93.1732,10.4311
49025105500000_479620,166.5,0.133,89.3514,10.4657
49025105500000_479620,167.0,0.1369,87.6395,10.4643
49025105500000_479620,167.5,0.1414,87.998,10.3905
49025105500000_479620,168.0,0.1426,89.448,10.4615
49025105500000_479620,168.5,0.145,87.499,10.4597
49025105500000_479620,169.0,0.1486,82.9975,10.4583
49025105500000_479620,169.5,0.1326,81.1987,10.5298
49025105500000_479620,170.0,0.1183,81.9524,10.6011
49025105500000_479620,170.5,0.109,83.5766,10.6732
49025105500000_479620,171.0,0.1084,89.0151,10.6717
49025105500000_479620,171.5,0.1114,90.2193,10.7443
49025105500000_479620,172.0,0.115,91.2733,10.7429
49025105500000_479620,172.5,0.1198,91.4339,10.7414
49025105500000_479620,173.0,0.1258,90.3784,10.7399
49025105500000_479620,173.5,0.1291,88.7132,10.7381
49025105500000_479620,174.0,0.1309,87.081,10.7367
49025105500000_479620,174.5,0.1312,87.8904,10.7352
49025105500000_479620,175.0,0.1264,89.7147,10.7338
49025105500000_479620,175.5,0.1168,90.6943,10.7323
49025105500000_479620,176.0,0.1114,90.5471,10.731
49025105500000_479620,176.5,0.109,89.1987,10.6555
49025105500000_479620,177.0,0.1084,87.55,10.6541
49025105500000_479620,177.5,0.1096,86.9524,10.6526
49025105500000_479620,178.0,0.1144,86.5049,10.5778
49025105500000_479620,178.5,0.1159,86.9584,10.4974
49025105500000_479620,179.0,0.1108,88.1625,10.4176
49025105500000_479620,179.5,0.1051,89.3667,10.2847
49025105500000_479620,180.0,0.1033,89.5198,10.142
49025105500000_479620,180.5,0.1049,89.2225,10.1407
49025105500000_479620,181.0,0.1066,88.9244,10.0694
49025105500000_479620,181.5,0.1015,88.3275,10.0681
49025105500000_479620,182.0,0.0958,87.1293,10.0667
49025105500000_479620,182.5,0.094,84.5797,10.0653
49025105500000_479620,183.0,0.0904,83.2313,10.1339
49025105500000_479620,183.5,0.0826,83.2343,10.2736
49025105500000_479620,184.0,0.0802,84.1382,10.4874
49025105500000_479620,184.5,0.0902,85.9429,10.6382
49025105500000_479620,185.0,0.1001,87.9129,10.8534
49025105500000_479620,185.5,0.1013,88.9635,11.0031
49025105500000_479620,186.0,0.0995,88.7507,11.1548
49025105500000_479620,186.5,0.0959,86.2062,11.3082
49025105500000_479620,187.0,0.0917,85.3572,11.3851
49025105500000_479620,187.5,0.0845,85.21,11.3836
49025105500000_479620,188.0,0.0796,85.6642,11.3036
49025105500000_479620,188.5,0.0872,86.5681,11.1469
49025105500000_479620,189.0,0.1058,87.9012,10.9923
49025105500000_479620,189.5,0.1241,90.879,10.8398
49025105500000_479620,190.0,0.1265,93.8568,10.7266
49025105500000_479620,190.5,0.116,96.3397,10.6144
49025105500000_479620,191.0,0.1121,97.8442,10.5398
49025105500000_479620,191.5,0.1109,98.748,10.3933
49025105500000_479620,192.0,0.1013,98.0003,10.3919
49025105500000_479620,192.5,0.0779,95.3005,10.3189
49025105500000_479620,193.0,0.0884,92.0002,10.3175
49025105500000_479620,193.5,0.0989,89.0002,10.3881
49025105500000_479620,194.0,0.1115,87.6518,10.4587
49025105500000_479620,194.5,0.0971,89.3064,10.6302
49025105500000_479620,195.0,0.0905,90.8109,10.8984
49025105500000_479620,195.5,0.1106,91.1142,11.2026
49025105500000_479620,196.0,0.1022,90.967,11.357
49025105500000_479620,196.5,0.1004,88.9955,11.5136
49025105500000_479620,197.0,0.1061,84.8058,11.4327
49025105500000_479620,197.5,0.1193,86.4265,11.119
49025105500000_479620,198.0,0.1361,89.8199,10.8892
49025105500000_479620,198.5,0.122,92.9345,10.6642
49025105500000_479620,199.0,0.1109,92.1867,10.5163
49025105500000_479620,199.5,0.1007,90.5381,10.3705
49025105500000_479620,200.0,0.0689,90.0898,10.2267
49025105500000_479620,200.5,0.0816,93.0966,10.2966
49025105500000_479620,201.0,0.087,94.1506,10.4382
49025105500000_479620,201.5,0.0882,92.652,10.5821
49025105500000_479620,202.0,0.0888,89.2016,10.8025
49025105500000_479620,202.5,0.0888,79.4448,11.0669
49025105500000_479620,203.0,0.0888,79.748,11.2145
49025105500000_479620,203.5,0.09,86.8081,11.3621
49025105500000_479620,204.0,0.0933,95.0231,11.5097
49025105500000_479620,204.5,0.1026,97.4337,11.6411
49025105500000_479620,205.0,0.1062,96.231,11.7195
49025105500000_479620,205.5,0.1002,91.4247,11.7984
49025105500000_479620,206.0,0.1102,88.1199,11.7954
49025105500000_479620,206.5,0.131,86.9173,11.6311
49025105500000_479620,207.0,0.1337,87.5164,11.469
49025105500000_479620,207.5,0.137,88.8663,11.1539
49025105500000_479620,208.0,0.137,89.4654,10.9226
49025105500000_479620,208.5,0.1274,89.0085,10.76
49025105500000_479620,209.0,0.1097,87.7708,10.5467
49025105500000_479620,209.5,0.0983,87.0586,10.5445
49025105500000_479620,210.0,0.0881,88.258,10.4697
49025105500000_479620,210.5,0.0542,89.4577,10.4676
49025105500000_479620,211.0,0.0398,89.757,10.4655
49025105500000_479620,211.5,0.0644,88.4038,10.5365
49025105500000_479620,212.0,0.0764,87.2011,10.6075
49025105500000_479620,212.5,0.0916,86.2987,10.7524
49025105500000_479620,213.0,0.1052,86.7477,10.8249
49025105500000_479620,213.5,0.1064,87.2017,10.9734
49025105500000_479620,214.0,0.1025,87.3454,11.1239
49025105500000_479620,214.5,0.0782,85.9922,11.1988
49025105500000_479620,215.0,0.0878,85.6908,11.2742
49025105500000_479620,215.5,0.0818,88.8421,11.3496
49025105500000_479620,216.0,0.0838,91.8437,11.3473
49025105500000_479620,216.5,0.0958,95.5963,11.4243
49025105500000_479620,217.0,0.1032,90.3392,11.4459
49025105500000_479620,217.5,0.1099,87.3348,11.4989
49025105500000_479620,218.0,0.1138,86.4324,11.5757
49025105500000_479620,218.5,0.0997,88.2477,11.5734
49025105500000_479620,219.0,0.0967,89.4525,11.571
49025105500000_479620,219.5,0.1087,88.9802,11.5686
49025105500000_479620,220.0,0.1126,88.6784,11.5662
49025105500000_479620,220.5,0.1045,90.4788,11.4837
49025105500000_479620,221.0,0.1036,93.9308,11.4023
49025105500000_479620,221.5,0.1061,99.7852,11.3214
49025105500000_479620,222.0,0.1102,102.0359,11.3976
49025105500000_479620,222.5,0.1183,99.1816,11.475
49025105500000_479620,223.0,0.1225,98.8299,11.7125
49025105500000_479620,223.5,0.1234,101.6011,11.9556
49025105500000_479620,224.0,0.1207,103.8719,12.2038
49025105500000_479620,224.5,0.0985,102.0283,12.457
49025105500000_479620,225.0,0.1126,99.925,12.8037
49025105500000_479620,225.5,0.1066,102.1755,12.9794
49025105500000_479620,226.0,0.0745,99.7716,13.1575
49025105500000_479620,226.5,0.0792,99.7701,13.2461
49025105500000_479620,227.0,0.0853,100.3693,13.2427
49025105500000_479620,227.5,0.0865,100.543,13.1488
49025105500000_479620,228.0,0.0751,99.015,13.0555
49025105500000_479620,228.5,0.0736,97.0566,12.9629
49025105500000_479620,229.0,0.0826,96.91,12.871
49025105500000_479620,229.5,0.0895,98.8601,12.8684
49025105500000_479620,230.0,0.0895,100.0598,12.7771
49025105500000_479620,230.5,0.0737,99.6079,12.5991
49025105500000_479620,231.0,0.069,99.4567,12.5965
49025105500000_479620,231.5,0.0607,100.656,12.6813
49025105500000_479620,232.0,0.0585,103.2071,12.776
49025105500000_479620,232.5,0.0573,105.3077,12.9412
49025105500000_479620,233.0,0.0567,106.3574,13.029
49025105500000_479620,233.5,0.0561,105.7453,13.0257
49025105500000_479620,234.0,0.0549,104.5125,13.0231
49025105500000_479620,234.5,0.0516,102.5988,12.8416
49025105500000_479620,235.0,0.0471,100.3451,12.5754
49025105500000_479620,235.5,0.0537,98.5418,12.4002
49025105500000_479620,236.0,0.0627,97.9398,12.2274
49025105500000_479620,236.5,0.0636,99.8903,12.057
49025105500000_479620,237.0,0.0606,101.2401,11.9715
49025105500000_479620,237.5,0.0651,100.9384,11.969
49025105500000_479620,238.0,0.0714,97.6336,11.956
49025105500000_479620,238.5,0.0777,94.6241,11.8812
49025105500000_479620,239.0,0.0816,96.5696,11.8788
49025105500000_479620,239.5,0.0834,98.38,11.8763
49025105500000_479620,240.0,0.0786,97.1769,11.8739
49025105500000_479620,240.5,0.0735,96.7254,11.8715
